ROW_NUMBER,PREFERENCE,MIN_PRICE,MAX_PRICE,PRICE,NUMBERS_OF_BEDROOM,CITY,PROPERTY_TYPE_ID,FURNISH_ID,BEDROOMS,TOTAL_PRICE
1323,Rent,9500,9500,"9,500/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,19000
1324,Rent,8500,8500,"8,500/Bed",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,25500
1325,Rent,11000,11000,"11,000/Bed",4 BHK,Mumbai Beyond Thane,PT1,F1,4 ,44000
1326,Rent,9000,9000,"9,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,18000
1327,Rent,11000,11000,"11,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,22000
1328,Rent,13000,13000,"13,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,26000
1329,Rent,8750,8750,"8,750/Bed",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,26250
1330,Rent,14000,14000,"14,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,28000
1331,Rent,12000,12000,"12,000/Bedroom",1 BHK,Mumbai Harbour,PT1,F1,1 ,12000
1332,Rent,20000,20000,"20,000/Bed",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,20000
1333,Rent,20000,20000,"20,000/Bed",4 BHK,Mumbai Beyond Thane,PT1,F1,4 ,80000
1334,Rent,13250,13250,"13,250/Bed",2 BHK,Mumbai South West,PT1,F1,2 ,26500
1335,Rent,12000,12000,"12,000/Bed",5 BHK,Mumbai Beyond Thane,PT1,F1,5 ,60000
1336,Rent,13000,13000,"13,000/Bed",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,26000
1337,Rent,15000,15000,"15,000/Bed",2 BHK,Mumbai Harbour,PT1,F1,2 ,30000
1338,Rent,10000,10000,"10,000/Bed",2 BHK,Mumbai Harbour,PT1,F3,2 ,20000
1339,Rent,13000,13000,"13,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,26000
1340,Rent,9255,9255,"9,255/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,18510
1341,Rent,20000,20000,"20,000/Bed",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,20000
1342,Rent,15250,15250,"15,250/Bed",2 BHK,Mumbai South West,PT1,F1,2 ,30500
1343,Rent,15250,15250,"15,250/Bed",2 BHK,Mumbai South West,PT1,F1,2 ,30500
1344,Rent,12750,12750,"12,750/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,25500
1345,Rent,16000,16000,"16,000/Bed",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,16000
1346,Rent,9500,9500,"9,500/Bed",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,9500
1347,Rent,10000,10000,"10,000/Bed",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,10000
1348,Rent,15250,15250,"15,250/Bed",2 BHK,Mumbai South West,PT1,F1,2 ,30500
1349,Rent,9200,9200,"9,200/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,18400
1350,Rent,16000,16000,"16,000/Bed",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,16000
1351,Rent,9000,9000,"9,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,18000
1352,Rent,10250,10250,"10,250/Bed",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,20500
1353,Rent,9250,9250,"9,250/Bed",2 BHK,Thane,PT1,F1,2 ,18500
1354,Rent,12000,12000,"12,000/Bed",5 BHK,Mumbai Beyond Thane,PT1,F1,5 ,60000
1355,Rent,8750,8750,"8,750/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,17500
1356,Rent,14750,14750,"14,750/Bed",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,29500
1357,Rent,15250,15250,"15,250/Bed",2 BHK,Mumbai South West,PT1,F1,2 ,30500
1358,Rent,15002,15002,"15,002/Bed",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,15002
1359,Rent,12900,12900,"12,900/Bedroom",1 BHK,Mumbai Harbour,PT1,F1,1 ,12900
1360,Rent,10000,10000,"10,000/Bed",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,10000
1361,Rent,11250,11250,"11,250/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,22500
1362,Rent,15000,15000,"15,000/Bedroom",1 BHK,Navi Mumbai,PT1,F3,1 ,15000
1363,Rent,9000,9000,"9,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,18000
1364,Rent,6500,6500,"6,500/Bedroom",1 BHK,Navi Mumbai,PT2,F1,1 ,6500
1365,Rent,10000,10000,"10,000/Bed",2 BHK,Thane,PT1,F1,2 ,20000
1366,Rent,8000,8000,"8,000/Bed",1 BHK,Thane,PT1,F1,1 ,8000
1367,Rent,16000,16000,"16,000/Bed",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,48000
1368,Rent,25000,25000,"25,000/Bed",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,75000
1369,Rent,15000,15000,"15,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,30000
1370,Rent,45000,45000,"45,000/Bedroom",1 BHK,South Mumbai,PT1,F1,1 ,45000
1371,Rent,9000,9000,"9,000/Bed",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,18000
1372,Rent,9000,9000,"9,000/Bed",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,18000
1373,Rent,8000,8000,"8,000/Bed",1 BHK,Thane,PT1,F1,1 ,8000
1374,Rent,8000,8000,"8,000/Bed",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,24000
1375,Rent,9000,9000,"9,000/Bed",1 BHK,Central Mumbai suburbs,PT6,F1,1 ,9000
1376,Rent,9000,9000,"9,000/Bed",2 BHK,Thane,PT1,F1,2 ,18000
1377,Rent,9000,9000,"9,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,18000
1378,Rent,9000,9000,"9,000/Bed",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,18000
1379,Rent,9000,9000,"9,000/Bed",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,18000
1380,Rent,9000,9000,"9,000/Bed",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,18000
1381,Rent,9000,9000,"9,000/Bed",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,18000
1382,Rent,9000,9000,"9,000/Bed",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,27000
1383,Rent,9000,9000,"9,000/Bed",4 BHK,Mumbai Beyond Thane,PT1,F1,4 ,36000
1384,Rent,12000,12000,"12,000/Bed",1 BHK,Mumbai Beyond Thane,PT1,F3,1 ,12000
1385,Rent,16000,16000,"16,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,32000
1386,Rent,10000,10000,"10,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,20000
1387,Rent,8500,8500,"8,500/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,17000
1388,Rent,20000,20000,"20,000/Bed",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,60000
1389,Rent,15000,15000,"15,000/Bed",1 BHK,Central Mumbai suburbs,PT1,F1,1 ,15000
1390,Rent,8500,8500,"8,500/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,17000
1391,Rent,4500,4500,"4,500/Bed",1 BHK,Navi Mumbai,PT2,F3,1 ,4500
1392,Rent,8500,8500,"8,500/Bed",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,17000
1393,Rent,14000,14000,"14,000/Bed",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,28000
1394,Rent,8500,8500,"8,500/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,17000
1395,Rent,15000,15000,"15,000/Bedroom",1 BHK,Mumbai South West,PT1,F3,1 ,15000
1396,Rent,42000,42000,"42,000/Bedroom",3 BHK,Central Mumbai suburbs,PT1,F1,3 ,126000
1397,Rent,9250,9250,"9,250/Bed",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,18500
1398,Rent,9250,9250,"9,250/Bed",2 BHK,Mumbai South West,PT1,F1,2 ,18500
1399,Rent,15000,15000,"15,000/Bed",2 BHK,Mumbai South West,PT1,F3,2 ,30000
1400,Rent,9250,9250,"9,250/Bed",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,27750
1401,Rent,12000,12000,"12,000/Bed",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,24000
1402,Rent,10250,10250,"10,250/Bed",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,20500
1403,Rent,36000,36000,"36,000/Bedroom",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,108000
1404,Rent,75000,75000,"75,000",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,150000
1405,Rent,40000,40000,"40,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,80000
1406,Rent,1100000,1100000,11 L,5 BHK,South Mumbai,PT1,F2,5 ,5500000
1407,Rent,95000,95000,"95,000",3 BHK,Mumbai Beyond Thane,PT1,F3,3 ,285000
1408,Rent,135000,135000,1.35 L,3 BHK,Central Mumbai suburbs,PT1,F1,3 ,405000
1409,Rent,36000,36000,"36,000",1 BHK,Mumbai Beyond Thane,PT1,F3,1 ,36000
1410,Rent,48000,48000,"48,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,96000
1411,Rent,65000,65000,"65,000",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,130000
1412,Rent,37000,37000,"37,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,74000
1413,Rent,50000,50000,"50,000",1 BHK,Central Mumbai suburbs,PT1,F3,1 ,50000
1414,Rent,78000,78000,"78,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,156000
1415,Rent,75000,75000,"75,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,150000
1416,Rent,38000,38000,"38,000",1 BHK,Central Mumbai suburbs,PT1,F1,1 ,38000
1417,Rent,75000,75000,"75,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,150000
1418,Rent,225000,225000,2.25 L,3 BHK,Central Mumbai suburbs,PT1,F1,3 ,675000
1419,Rent,48000,48000,"48,000",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,96000
1420,Rent,160000,160000,1.6 L,3 BHK,Central Mumbai suburbs,PT1,F3,3 ,480000
1421,Rent,36000,36000,"36,000",2 BHK,Thane,PT1,F3,2 ,72000
1422,Rent,60000,60000,"60,000",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,120000
1423,Rent,30000,30000,"30,000",3 BHK,Mumbai Andheri Dahisar,PT1,F2,3 ,90000
1424,Rent,26000,26000,"26,000",2 BHK,Thane,PT1,F3,2 ,52000
1425,Rent,42000,42000,"42,000",2 BHK,Thane,PT1,F3,2 ,84000
1426,Rent,10000,10000,"10,000",2 BHK,Mumbai Andheri Dahisar,PT1,F2,2 ,20000
1427,Rent,9500,9500,"9,500",2 BHK,Mumbai Andheri Dahisar,PT1,F2,2 ,19000
1428,Rent,22000,22000,"22,000",1 BHK,Thane,PT1,F3,1 ,22000
1429,Rent,11500,11500,"11,500",2 BHK,Mumbai Andheri Dahisar,PT1,F2,2 ,23000
1430,Rent,14000,14000,"14,000",2 BHK,Mumbai Andheri Dahisar,PT1,F2,2 ,28000
1431,Rent,8500,8500,"8,500",1 BHK,Mumbai Andheri Dahisar,PT1,F2,1 ,8500
1432,Rent,40000,40000,"40,000",3 BHK,Navi Mumbai,PT1,F3,3 ,120000
1433,Rent,9000,9000,"9,000",1 BHK,Mumbai Andheri Dahisar,PT1,F2,1 ,9000
1434,Rent,13500,13500,"13,500",2 BHK,Mumbai Andheri Dahisar,PT1,F2,2 ,27000
1435,Rent,25000,25000,"25,000",1 BHK,Navi Mumbai,PT1,F3,1 ,25000
1436,Rent,25000,25000,"25,000",2 BHK,Navi Mumbai,PT1,F2,2 ,50000
1437,Rent,260000,260000,2.6 L,3 BHK,South Mumbai,PT1,F3,3 ,780000
1438,Rent,20000,20000,"20,000",1 BHK,Navi Mumbai,PT1,F3,1 ,20000
1439,Rent,50000,50000,"50,000",3 BHK,Navi Mumbai,PT1,F1,3 ,150000
1440,Rent,40000,40000,"40,000",3 BHK,Thane,PT1,F3,3 ,120000
1441,Rent,80000,80000,"80,000",3 BHK,Thane,PT1,F3,3 ,240000
1442,Rent,31000,31000,"31,000",2 BHK,Mumbai Beyond Thane,PT1,F3,2 ,62000
1443,Rent,53000,53000,"53,000",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,159000
1444,Rent,42000,42000,"42,000",2 BHK,Mumbai Beyond Thane,PT1,F2,2 ,84000
1445,Rent,22001,22001,"22,001",2 BHK,Mumbai Beyond Thane,PT1,F2,2 ,44002
1446,Rent,85000,85000,"85,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,170000
1447,Rent,48000,48000,"48,000",2 BHK,Mumbai Beyond Thane,PT1,F3,2 ,96000
1448,Rent,24000,24000,"24,000",2 BHK,Thane,PT1,F3,2 ,48000
1449,Rent,325000,325000,3.25 L,3 BHK,Central Mumbai suburbs,PT1,F3,3 ,975000
1450,Rent,40000,40000,"40,000",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,40000
1451,Rent,45000,45000,"45,000",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,45000
1452,Rent,22000,22000,"22,000",1 BHK,Thane,PT1,F3,1 ,22000
1453,Rent,22000,22000,"22,000",1 BHK,Thane,PT1,F3,1 ,22000
1454,Rent,20000,20000,"20,000",1 BHK,Thane,PT1,F3,1 ,20000
1455,Rent,72000,72000,"72,000",3 BHK,Central Mumbai suburbs,PT1,F3,3 ,216000
1456,Rent,100200,100200,1 L,3 BHK,Central Mumbai suburbs,PT1,F3,3 ,300600
1457,Rent,26000,26000,"26,000",2 BHK,Navi Mumbai,PT1,F3,2 ,52000
1458,Rent,69000,69000,"69,000",3 BHK,Thane,PT1,F3,3 ,207000
1459,Rent,75000,75000,"75,000",3 BHK,Central Mumbai suburbs,PT1,F2,3 ,225000
1460,Rent,135100,135100,1.35 L,4 BHK,Central Mumbai suburbs,PT1,F3,4 ,540400
1461,Rent,120200,120200,1.2 L,3 BHK,Central Mumbai suburbs,PT1,F3,3 ,360600
1462,Rent,120100,120100,1.2 L,3 BHK,Central Mumbai suburbs,PT1,F3,3 ,360300
1463,Rent,155000,155000,1.55 L,3 BHK,Mumbai Harbour,PT1,F3,3 ,465000
1464,Rent,150000,150000,1.5 L,3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,450000
1465,Rent,120000,120000,1.2 L,3 BHK,Central Mumbai suburbs,PT1,F3,3 ,360000
1466,Rent,125000,125000,1.25 L,3 BHK,Mumbai Beyond Thane,PT1,F3,3 ,375000
1467,Rent,111000,111000,1.11 L,2 BHK,Central Mumbai suburbs,PT1,F1,2 ,222000
1468,Rent,120000,120000,1.2 L,2 BHK,Central Mumbai suburbs,PT1,F1,2 ,240000
1469,Rent,16000,16000,"16,000",1 BHK,Navi Mumbai,PT1,F3,1 ,16000
1470,Rent,275000,275000,2.75 L,4 BHK,Central Mumbai suburbs,PT1,F3,4 ,1100000
1471,Rent,175200,175200,1.75 L,3 BHK,Central Mumbai suburbs,PT1,F3,3 ,525600
1472,Rent,60000,60000,"60,000",3 BHK,Thane,PT1,F3,3 ,180000
1473,Rent,35000,35000,"35,000",1 BHK,Mumbai South West,PT1,F1,1 ,35000
1474,Rent,36000,36000,"36,000",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,36000
1475,Rent,8000,8000,"8,000",1 BHK,Navi Mumbai,PT1,F2,1 ,8000
1476,Rent,40000,40000,"40,000",2 BHK,Thane,PT1,F1,2 ,80000
1477,Rent,150000,150000,1.5 L,3 BHK,Mumbai Beyond Thane,PT1,F3,3 ,450000
1478,Rent,15000,15000,"15,000",1 BHK,Thane,PT1,F3,1 ,15000
1479,Rent,28000,28000,"28,000",1 BHK,Thane,PT1,F3,1 ,28000
1480,Rent,39000,39000,"39,000",1 BHK,Mumbai Beyond Thane,PT1,F2,1 ,39000
1481,Rent,65000,65000,"65,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,130000
1482,Rent,400000,400000,4 L,2 BHK,South Mumbai,PT1,F1,2 ,800000
1483,Rent,60000,60000,"60,000",3 BHK,Thane,PT1,F1,3 ,180000
1484,Rent,60001,60001,"60,001",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,120002
1485,Rent,225000,225000,2.25 L,2 BHK,South Mumbai,PT1,F1,2 ,450000
1486,Rent,55000,55000,"55,000",2 BHK,Navi Mumbai,PT1,F2,2 ,110000
1487,Rent,235000,235000,2.35 L,3 BHK,South Mumbai,PT1,F3,3 ,705000
1488,Rent,165000,165000,1.65 L,3 BHK,South Mumbai,PT1,F2,3 ,495000
1489,Rent,13500,13500,"13,500",1 BHK,Thane,PT1,F2,1 ,13500
1490,Rent,72000,72000,"72,000",3 BHK,Mumbai Beyond Thane,PT1,F3,3 ,216000
1491,Rent,72000,72000,"72,000",3 BHK,Mumbai Beyond Thane,PT1,F3,3 ,216000
1492,Rent,20000,20000,"20,000",2 BHK,Thane,PT1,F3,2 ,40000
1493,Rent,45000,45000,"45,000",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,45000
1494,Rent,62000,62000,"62,000",1 BHK,Central Mumbai suburbs,PT1,F1,1 ,62000
1495,Rent,62000,62000,"62,000",2 BHK,Mumbai Beyond Thane,PT1,F2,2 ,124000
1496,Rent,65000,65000,"65,000",2 BHK,Mumbai Beyond Thane,PT1,F2,2 ,130000
1497,Rent,90000,90000,"90,000",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,180000
1498,Rent,62000,62000,"62,000",2 BHK,Mumbai Beyond Thane,PT1,F2,2 ,124000
1499,Rent,48000,48000,"48,000",2 BHK,Navi Mumbai,PT1,F2,2 ,96000
1500,Rent,50000,50000,"50,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,100000
1501,Rent,33000,33000,"33,000",1 BHK,Mumbai Beyond Thane,PT1,F3,1 ,33000
1502,Rent,38000,38000,"38,000",1 BHK,Mumbai Beyond Thane,PT1,F3,1 ,38000
1503,Rent,130000,130000,1.3 L,3 BHK,Central Mumbai suburbs,PT1,F1,3 ,390000
1504,Rent,47000,47000,"47,000",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,47000
1505,Rent,75000,75000,"75,000",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,150000
1506,Rent,32000,32000,"32,000",1 BHK,Mumbai Beyond Thane,PT1,F3,1 ,32000
1507,Rent,400000,400000,4 L,3 BHK,South Mumbai,PT1,F3,3 ,1200000
1508,Rent,130000,130000,1.3 L,2 BHK,South Mumbai,PT1,F1,2 ,260000
1509,Rent,70000,70000,"70,000",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,210000
1510,Rent,38000,38000,"38,000",2 BHK,Navi Mumbai,PT2,F2,2 ,76000
1511,Rent,115000,115000,1.15 L,2 BHK,Central Mumbai suburbs,PT1,F3,2 ,230000
1512,Rent,48000,48000,"48,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,96000
1513,Rent,50000,50000,"50,000",1 BHK,Mumbai South West,PT1,F1,1 ,50000
1514,Rent,55000,55000,"55,000",1 BHK,Mumbai South West,PT1,F1,1 ,55000
1515,Rent,99000,99000,"99,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,198000
1516,Rent,375000,375000,3.75 L,4 BHK,Mumbai South West,PT1,F1,4 ,1500000
1517,Rent,65000,65000,"65,000",2 BHK,Mumbai South West,PT1,F1,2 ,130000
1518,Rent,70000,70000,"70,000",2 BHK,Mumbai South West,PT1,F1,2 ,140000
1519,Rent,29000,29000,"29,000",2 BHK,Thane,PT1,F3,2 ,58000
1520,Rent,60000,60000,"60,000",3 BHK,Mumbai Beyond Thane,PT1,F3,3 ,180000
1521,Rent,120000,120000,1.2 L,2 BHK,Central Mumbai suburbs,PT1,F1,2 ,240000
1522,Rent,35000,35000,"35,000",1 BHK,Central Mumbai suburbs,PT1,F1,1 ,35000
1523,Rent,110000,110000,1.1 L,3 BHK,Mumbai Beyond Thane,PT1,F3,3 ,330000
1524,Rent,14000,14000,"14,000",1 BHK,Navi Mumbai,PT7,F3,1 ,14000
1525,Rent,36000,36000,"36,000",1 BHK,Central Mumbai suburbs,PT1,F3,1 ,36000
1526,Rent,48000,48000,"48,000",2 BHK,Mumbai Beyond Thane,PT1,F2,2 ,96000
1527,Rent,67000,67000,"67,000",2 BHK,Mumbai Beyond Thane,PT1,F2,2 ,134000
1528,Rent,105000,105000,1.05 L,3 BHK,Central Mumbai suburbs,PT1,F3,3 ,315000
1529,Rent,80000,80000,"80,000",2 BHK,Mumbai Beyond Thane,PT1,F1,2 ,160000
1530,Rent,15900,15900,"15,900",1 BHK,Navi Mumbai,PT1,F3,1 ,15900
1531,Rent,31999,31999,"31,999",1 BHK,Thane,PT1,F3,1 ,31999
1532,Rent,89999,89999,"89,999",4 BHK,Thane,PT1,F3,4 ,359996
1533,Rent,39999,39999,"39,999",2 BHK,Thane,PT1,F3,2 ,79998
1534,Rent,65000,65000,"65,000",3 BHK,Navi Mumbai,PT1,F1,3 ,195000
1535,Rent,18000,18000,"18,000",2 BHK,Thane,PT1,F2,2 ,36000
1536,Rent,42000,42000,"42,000",2 BHK,Thane,PT1,F3,2 ,84000
1537,Rent,125000,125000,1.25 L,4 BHK,Navi Mumbai,PT1,F1,4 ,500000
1538,Rent,43000,43000,"43,000",2 BHK,Mumbai Beyond Thane,PT1,F3,2 ,86000
1539,Rent,70000,70000,"70,000",2 BHK,Navi Mumbai,PT1,F1,2 ,140000
1540,Rent,24999,24999,"24,999",1 BHK,Thane,PT1,F3,1 ,24999
1541,Rent,75000,75000,"75,000",3 BHK,Thane,PT1,F3,3 ,225000
1542,Rent,135000,135000,1.35 L,3 BHK,Central Mumbai suburbs,PT1,F3,3 ,405000
1543,Rent,74999,74999,"74,999",3 BHK,Thane,PT1,F3,3 ,224997
1544,Rent,22000,22000,"22,000",2 BHK,Thane,PT1,F3,2 ,44000
1545,Rent,22999,22999,"22,999",1 BHK,Thane,PT7,F1,1 ,22999
1546,Rent,40000,40000,"40,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,80000
1547,Rent,45000,45000,"45,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,90000
1548,Rent,30000,30000,"30,000",1 BHK,Mumbai Beyond Thane,PT1,F1,1 ,30000
1549,Rent,42000,42000,"42,000",2 BHK,Navi Mumbai,PT1,F2,2 ,84000
1550,Rent,38000,38000,"38,000",2 BHK,Mumbai Beyond Thane,PT1,F3,2 ,76000
1551,Rent,40000,40000,"40,000",2 BHK,Thane,PT1,F3,2 ,80000
1552,Rent,17550,17550,"17,550",1 BHK,Thane,PT1,F3,1 ,17550
1553,Rent,82000,82000,"82,000",3 BHK,Thane,PT1,F1,3 ,246000
1554,Rent,43999,43999,"43,999",2 BHK,Thane,PT1,F1,2 ,87998
1555,Rent,18500,18500,"18,500",2 BHK,Thane,PT1,F3,2 ,37000
1556,Rent,18000,18000,"18,000",2 BHK,Thane,PT1,F3,2 ,36000
1557,Rent,18999,18999,"18,999",1 BHK,Thane,PT7,F3,1 ,18999
1558,Rent,13000,13000,"13,000",1 BHK,Thane,PT1,F2,1 ,13000
1559,Rent,250000,250000,2.5 L,2 BHK,South Mumbai,PT1,F1,2 ,500000
1560,Rent,250000,250000,2.5 L,3 BHK,South Mumbai,PT1,F1,3 ,750000
1561,Rent,73000,73000,"73,000",1 BHK,Mumbai Harbour,PT1,F3,1 ,73000
1562,Rent,73500,73500,"73,500",3 BHK,Navi Mumbai,PT1,F1,3 ,220500
1563,Rent,16500,16500,"16,500",1 BHK,Thane,PT1,F3,1 ,16500
1564,Rent,16000,16000,"16,000",1 BHK,Thane,PT1,F3,1 ,16000
1565,Rent,78000,78000,"78,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,156000
1566,Rent,14000,14000,"14,000",1 BHK,Thane,PT1,F2,1 ,14000
1567,Rent,53000,53000,"53,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,106000
1568,Rent,1300000,1300000,13 L,3 BHK,Mumbai South West,PT1,F3,3 ,3900000
1569,Rent,11000,11000,"11,000",2 BHK,Mumbai Andheri Dahisar,PT1,F3,2 ,22000
1570,Rent,17850,17850,"17,850",1 BHK,Thane,PT1,F3,1 ,17850
1571,Rent,8500,8500,"8,500",1 BHK,Mumbai Andheri Dahisar,PT1,F3,1 ,8500
1572,Rent,49000,49000,"49,000",3 BHK,Thane,PT1,F1,3 ,147000
1573,Rent,250000,250000,2.5 L,4 BHK,Mumbai Beyond Thane,PT1,F3,4 ,1000000
1574,Rent,56000,56000,"56,000",2 BHK,Navi Mumbai,PT1,F2,2 ,112000
1575,Rent,375000,375000,3.75 L,4 BHK,Central Mumbai suburbs,PT1,F3,4 ,1500000
1576,Rent,425000,425000,4.25 L,4 BHK,Mumbai South West,PT1,F1,4 ,1700000
1577,Rent,22000,22000,"22,000",2 BHK,Navi Mumbai,PT1,F3,2 ,44000
1578,Rent,19000,19000,"19,000",1 BHK,Thane,PT7,F3,1 ,19000
1579,Rent,17500,17500,"17,500",2 BHK,Thane,PT1,F3,2 ,35000
1580,Rent,13000,13000,"13,000",1 BHK,Thane,PT1,F2,1 ,13000
1581,Rent,17999,17999,"17,999",2 BHK,Thane,PT1,F2,2 ,35998
1582,Rent,119999,119999,1.2 L,4 BHK,Thane,PT1,F3,4 ,479996
1583,Rent,95000,95000,"95,000",3 BHK,Mumbai Beyond Thane,PT1,F1,3 ,285000
1584,Rent,53000,53000,"53,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,106000
1585,Rent,85000,85000,"85,000",4 BHK,Central Mumbai suburbs,PT1,F3,4 ,340000
1586,Rent,47000,47000,"47,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,94000
1587,Rent,37000,37000,"37,000",1 BHK,Central Mumbai suburbs,PT1,F3,1 ,37000
1588,Rent,50000,50000,"50,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,100000
1589,Rent,98000,98000,"98,000",2 BHK,Central Mumbai suburbs,PT1,F1,2 ,196000
1590,Rent,30000,30000,"30,000",1 BHK,Mumbai Beyond Thane,PT1,F3,1 ,30000
1591,Rent,22000,22000,"22,000",2 BHK,Thane,PT1,F3,2 ,44000
1592,Rent,45000,45000,"45,000",3 BHK,Thane,PT1,F3,3 ,135000
1593,Rent,40000,40000,"40,000",2 BHK,Thane,PT1,F3,2 ,80000
1594,Rent,350000,350000,3.5 L,4 BHK,Mumbai South West,PT1,F3,4 ,1400000
1595,Rent,47000,47000,"47,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,94000
1596,Rent,55000,55000,"55,000",3 BHK,Thane,PT1,F3,3 ,165000
1597,Rent,150000,150000,1.5 L,4 BHK,Thane,PT1,F3,4 ,600000
1598,Rent,68000,68000,"68,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,136000
1599,Rent,55000,55000,"55,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,110000
1600,Rent,125000,125000,1.25 L,3 BHK,Central Mumbai suburbs,PT1,F3,3 ,375000
1601,Rent,45000,45000,"45,000",2 BHK,Central Mumbai suburbs,PT1,F3,2 ,90000
1602,Rent,26000,26000,"26,000",1 BHK,South Mumbai,PT1,F3,1 ,26000
1603,Rent,28000,28000,"28,000",1 BHK,South Mumbai,PT1,F1,1 ,28000
